Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977.0,4540447761.0,4955543963.0,4836166667.0,5973366667.0,5760761905.0,5428518519.0,5825170438.0,5960212869.0,6450175214.0,7198360460.0,7820380971.0,8671358733.0,10315760000.0,12370029584.0,13098633902.0,15341403660.0,19470960619.0,23263511958.0,27940411250.0,33400735644.0,36388366869.0,38968039722.0,38729822782.0,38253120738.0,34894411352.0,34942489684.0,36373307085.0,39212550050.0,39540080200.0,47844090710.0,49175565911.0,58418985443.0,66446804803.0,81703500846.0,92507279383.0,97160109278.0,106660000000.0,98443739941.0,86186158685.0,99886577331.0,98211749596.0,97963003805.0,94641378693.0,117082000000.0,145181000000.0,161190000000.0,205707000000.0,241711000000.0,232494000000.0,286104000000.0,334454000000.0,370574000000.0,381867000000.0,381112000000.0,293482000000.0,282825000000.0,311790000000.0,331047000000.0
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118.0,3086746857.0,3779841429.0,6213185743.0,2881545273.0,4043901818.0,4532660182.0,3384063372.0,3909780539.0,5032434970.0,4877684910.0,5594770359.0,6173712814.0,7870239461.0,9596960180.0,10237343174.0,9648583225.0,12344424764.0,15372608002.0,15068422236.0,14394927495.0,12537821038.0,13651667371.0,11006712650.0,7857729193.0,7195042616.0,8095367168.0,7661625473.0,8861299977.0,9021862775.0,9349764580.0,9625436873.0,8227343907.0,10706259937.0,5820382248.0,5643439376.0,5771454940.0,6090840548.0,6215591270.0,4711259427.0,19088046306.0,7438189100.0,8728038525.0,8937567060.0,10297483481.0,11964484668.0,14451902468.0,16737071816.0,19788515874.0,18648373312.0,21565720044.0,25839749199.0,29306235826.0,32679745298.0,35909040266.0,37917704900.0,37134799975.0,38019265626.0,47227535291.0
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458.0,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679.0,754549600.5,765224030.6,878771771.3,1198749666.0,1705796850.0,1993512326.0,2160640567.0,2097274290.0,2193581366.0,2160872541.0,1849268215.0,2297753649.0,2212536313.0,2389593022.0,2798746051.0,2724853593.0,2933222714.0,1918970032.0,1769365425.0,2116003978.0,2540697688.0,2322718991.0,1949481297.0,2353909564.0,3219910550.0,2794259783.0,3019993739.0,3495868808.0,4648628921.0,6087003176.0,7731261311.0,8394688284.0,11859013281.0,9593537551.0,12007880439.0,14425607180.0,13677930124.0,14085851348.0,14177437982.0,8553154580.0,9035848071.0,8701334800.0,11263682694.0
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830.0,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902.0,1238251696.0,1528916185.0,1666544754.0,1960863466.0,2412555426.0,3072427013.0,3523208810.0,4035519323.0,4831447001.0,2623807074.0,2606621255.0,3146770104.0,3660476459.0,3919203960.0,4418983871.0,4532952047.0,4614629898.0,5251025767.0,5711687787.0,7168999670.0,8528593421.0,9537297723.0,10432619325.0,11513472786.0,11618286652.0,12552071488.0,13617405297.0,14195623343.0,14949514493.0,15913363441.0,16504795593.0,17196009811.0,18528955525.0,19948261084.0,22602721765.0,26743972564.0,30612927059.0,30562361123.0,37268614024.0,42262697840.0,46473128286.0,49745088112.0,50577769838.0,54775994479.0,57157992434.0,58174549218.0,60130106116.0
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034.0,1082922892.0,1281281246.0,1361360157.0,1455482990.0,1584128262.0,1849400600.0,2508421235.0,3070151901.0,3893839190.0,4662053708.0,6265067858.0,7900524898.0,9142935858.0,10175615442.0,8432588484.0,7567109767.0,6838185419.0,6841638715.0,6977650069.0,9158302205.0,10087653189.0,10255170460.0,9757410614.0,10795850107.0,10492628915.0,11152971316.0,11045759469.0,8313557450.0,11000146839.0,12139234939.0,11722142706.0,12612033729.0,12376639823.0,10717022463.0,11192560827.0,12346919216.0,15306602560.0,16554441847.0,17084928927.0,17800887796.0,20343635320.0,24224903100.0,24277493862.0,24884505035.0,25381616734.0,26790579775.0,31264187110.0,35316491207.0,33131114322.0,35296977344.0,38053606751.0,43007047822.0
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485500000.0,1666500000.0,1987400000.0,2344800000.0,2925700000.0,3599200000.0,3951500000.0,4587100000.0,4734400000.0,5498800000.0,6761300000.0,7561300000.0,8267400000.0,9220600000.0,11594000000.0,5044592945.0,6122198120.0,5826987099.0,5374314928.0,6686593060.0,7073675545.0,9734321854.0,11356271336.0,13081042400.0,14664237667.0,16598679279.0,18241691857.0,20017908829.0,21672526563.0,22137599986.0,24305116729.0,25599311449.0,27362875603.0,21642882856.0,22692574473.0,36119047252.0,38116351526.0,43965459070.0,48122601589.0,48261079523.0,53860187453.0,58029773801.0,60681535893.0,62682158701.0,67179956264.0,71164826721.0,75704647977.0,79998045976.0,85555390387.0
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069465326.0,1753850417.0,1518208221.0,1824344492.0,2244146868.0,2387048255.0,2429309514.0,2553596092.0,2582180794.0,3112166848.0,2862504170.0,2754220263.0,3185987235.0,3891755552.0,6599259421.0,7731677257.0,9091924305.0,11026346590.0,11922502171.0,14175166008.0,17881514683.0,21810767209.0,19929853575.0,17152483214.0,16912515183.0,17149094590.0,15314143988.0,13945431882.0,13051886552.0,13890828708.0,15239278100.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,18327764882.0,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,104296000000.0,108398000000.0
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076158.48,43025199.5,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.6,112137757.2,136465324.4,146741251.5,221902017.3,264311994.1,288302907.4,272539098.4,304047838.1,340616375.3,412093133.8,542000513.6,571542674.6,537575980.8,555336145.8,494475699.9,361014890.5,449146608.3,584135559.9,692016714.3,696915430.7,1114703088.0,1156141998.0,1284766234.0,1357206996.0,1419293455.0,1698982438.0,1602760100.0,1716699913.0,1576904292.0,1547884442.0,1738100848.0,1542477355.0,1432228173.0,2197612761.0,2770082815.0,3178126548.0,3291353813.0,3469363931.0,3294093360.0,3580417157.0,4438778554.0,4820499498.0,4886658800.0,4597702898.0,4422304977.0,4073390988.0,3840677845.0,4446248678.0,4710618472.0
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435.0,129454728.6,140032741.5,147084750.0,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509.0,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927.0,1202567359.0,1235899836.0,1194015444.0,1123107276.0,1177997414.0,1141210125.0,1290228617.0,1177908192.0,1109976928.0,1182686577.0,1337024782.0,1383843860.0,1531803061.0,1635426125.0,1825285158.0,1970347721.0,2129266728.0,2093994597.0,1656784780.0,1942170999.0,1684109743.0,1660102346.0,1842691481.0,2315935753.0,2727507213.0,3006725015.0,3102741451.0,3405050612.0,3523185920.0,2870624636.0,3140508836.0,3774530616.0,3972012571.0,4190143206.0,4856963230.0,4682546863.0,4930204220.0,5353404419.0,5536759659.0
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196.0,5921659485.0,6340580854.0,6885920329.0,7766655086.0,8589340019.0,9208524505.0,9368954010.0,8823033880.0,10070766721.0,11357517271.0,12527405087.0,14743185403.0,19472363155.0,24848821333.0,29472623727.0,31849514233.0,33499799174.0,36256160722.0,44465255381.0,53645202423.0,52448332874.0,52797582336.0,50973526900.0,52888800950.0,55875863392.0,73531550551.0,91594751792.0,109059000000.0,119012000000.0,141438000000.0,127774000000.0,112533000000.0,89214114708.0,103300000000.0,134190000000.0,132129000000.0,126912000000.0,134039000000.0,135218000000.0,125707000000.0,129421000000.0,139738000000.0,171274000000.0,197117000000.0,204809000000.0,216908000000.0,256053000000.0,284554000000.0,252497000000.0,249181000000.0,275244000000.0,258305000000.0,271285000000.0,274497000000.0,234585000000.0,240570000000.0,254435000000.0,276743000000.0
